0.1,0,0,0,0.13333,0,0.16667,0.16667,0.13333,0,0.16667,0.066667,0,0,0.066667,0,0,0,0,0,0.10714,0,0,0,0.14286,0,0.071429,0.071429,0,0,0.17857,0.17857,0,0,0.071429,0,0.17857,0,0,0,0.03851,0.037524,0.04674,0.077022,0.092556,0.010068,0.081227,0.029374,0.091696,0.049078,0.0081185,0.022224,0.053099,0.095648,0.066968,0.086523,0.05962,0.03107,0.0030235,0.019911
0,0,0.086957,0,0,0.086957,0.21739,0,0,0,0.21739,0,0,0.21739,0,0,0,0.17391,0,0,0,0,0.076923,0,0.076923,0.076923,0,0,0,0,0.19231,0,0,0.19231,0,0,0.19231,0.19231,0,0,0.078419,0.0037924,0.059668,0.041414,0.025349,0.0058802,0.0093361,0.086069,0.087675,0.0705,0.06247,0.06236,0.0089362,0.10539,0.098496,0.012985,0.046894,0.02117,0.085108,0.028093
0.037037,0,0.074074,0,0,0,0.18519,0.18519,0.18519,0.18519,0,0,0,0.14815,0,0,0,0,0,0,0.047619,0,0.095238,0,0.095238,0,0.095238,0,0.2381,0.2381,0,0,0,0.19048,0,0,0,0,0,0,0.11397,0.079427,0.027607,0.019898,0.063016,0.08305,0.048985,0.05941,0.018731,0.078353,0.056225,0.018854,0.029213,0.0084275,0.021648,0.023601,0.10056,0.029151,0.012,0.10787
0,0,0.11765,0,0,0.29412,0,0,0.11765,0,0,0.11765,0,0,0,0,0,0.11765,0.23529,0,0,0.16667,0.16667,0,0,0,0,0,0.066667,0,0,0.066667,0.16667,0,0.16667,0,0,0.066667,0.13333,0,0.05927,0.0098408,0.033405,0.10225,0.040919,0.045323,0.02963,0.046218,0.093052,0.0084461,0.007506,0.031035,0.02348,0.046808,0.10161,0.085002,0.088535,0.061912,0.028865,0.056888
0.10811,0,0,0,0,0.13514,0.13514,0,0,0.13514,0,0.13514,0,0,0.10811,0.13514,0.10811,0,0,0,0.12903,0,0,0,0,0.064516,0.064516,0,0,0.16129,0,0,0,0,0.12903,0.16129,0.12903,0.16129,0,0,0.05929,0.0054834,0.046236,0.057302,0.014616,0.062546,0.038328,0.034661,0.038913,0.049091,0.07845,0.050447,0.073641,0.061316,0.067431,0.010578,0.069491,0.027038,0.073761,0.08138
0,0,0,0.12821,0,0.12821,0.12821,0.12821,0.12821,0,0.12821,0.12821,0,0,0,0,0,0.10256,0,0,0,0.15152,0,0.15152,0.060606,0.060606,0,0,0,0,0,0.15152,0.15152,0,0,0.15152,0,0.12121,0,0,0.022093,0.10949,0.040239,0.039715,0.077678,0.086672,0.04326,0.041586,0.029815,0.097499,0.017568,0.021128,0.089056,0.065741,0.021212,0.019806,0.013255,0.096839,0.037757,0.029589
0,0,0,0,0,0.17391,0,0.21739,0.21739,0,0.21739,0,0.086957,0,0,0.086957,0,0,0,0,0,0,0,0,0,0.076923,0,0.076923,0,0,0.19231,0,0.19231,0.19231,0.19231,0.076923,0,0,0,0,0.0097454,0.056492,0.070038,0.019933,0.079454,0.086312,0.056496,0.081444,0.049654,0.085236,0.012818,0.0087671,0.056841,0.084043,0.025796,0.060204,0.025811,0.062835,0.00070738,0.067373
0,0,0.11905,0.095238,0,0.11905,0.11905,0,0,0.11905,0.11905,0,0,0,0,0,0.095238,0.095238,0.11905,0,0.125,0.125,0.125,0.1,0,0.05,0,0,0,0.125,0,0,0,0,0,0,0.1,0.125,0.125,0,0.063358,0.059303,0.038955,0.037814,0.037029,0.059677,0.042613,0.037383,0.028257,0.077157,0.080417,0.061508,0.041984,0.019003,0.069928,0.038657,0.042909,0.045213,0.060896,0.057939
0,0,0,0.11765,0.058824,0.14706,0.14706,0.11765,0,0.14706,0.14706,0,0,0,0.11765,0,0,0,0,0,0,0,0,0.10811,0.054054,0.13514,0.054054,0.10811,0,0,0.13514,0,0,0,0.13514,0,0.13514,0.13514,0,0,0.094958,0.034805,0.071461,0.080404,0.0089458,0.025186,0.0059342,0.04725,0.074738,0.049961,0.071174,0.032767,0.080899,0.078269,0.015737,0.095264,0.017108,0.037911,0.034929,0.042301
0,0,0,0,0,0,0,0,0,0.35714,0.35714,0,0.28571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55556,0,0,0.44444,0,0,0,0,0,0,0,0.039493,0.074618,0.064701,0.065962,0.050818,0.10269,0.00052064,0.040294,0.023335,0.027831,0.0040023,0.063511,0.064517,0.10954,0.047332,0.015281,0.036302,0.018507,0.11704,0.033707
